,text,Sentiment,created_at
382,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
383,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
384,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
385,@ukinpakistan Good e wishes to British National returning home. I hope soon COVID -19 will be over.,positive,04-22
386,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
387,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
388,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
389,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
390,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
391,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
392,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
393,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
394,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
395,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
396,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
397,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
398,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
399,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
400,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
401,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
402,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
403,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
404,"RT @AtharParvaiz: #WeStandWithMasrat 
She has been booked for her ""anti national posts"" on social media. Journalists are being constantly p…",positive,04-22
405,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
406,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
407,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
408,"RT @PakPMO: 11) Having learned about testing of Prime Minister Imran Khan, President Trump offered to send the latest rapid testing machine…",positive,04-22
409,RT @PakPMO: 10)President Trump appreciated Prime Minister’s telephone call &amp; expression of support for the U.S. efforts to combat COVID-19.…,positive,04-22
410,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
411,"Govt must listen to the most relevant sector in Covid-19 Crisis,The Docs:Our Front Line warriors @pakgovt1… https://t.co/0RSmykYVvn",positive,04-22
412,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
413,"RT @PakPMO: 6) While thanking President Trump for the U.S. support in the IMF and other fora, Prime Minister Imran Khan said that it would…",negative,04-22
414,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
415,"RT @PakPMO: 11) Having learned about testing of Prime Minister Imran Khan, President Trump offered to send the latest rapid testing machine…",positive,04-22
416,RT @PakPMO: 10)President Trump appreciated Prime Minister’s telephone call &amp; expression of support for the U.S. efforts to combat COVID-19.…,positive,04-22
417,RT @behluul: 133 Turkish citizens have left the #Pakistan for #Turkey by Turkish Airlines' special flight. Aircraft also brought thousands…,positive,04-22
418,RT @PakPMO: 10)President Trump appreciated Prime Minister’s telephone call &amp; expression of support for the U.S. efforts to combat COVID-19.…,positive,04-22
419,"RT @PakPMO: 11) Having learned about testing of Prime Minister Imran Khan, President Trump offered to send the latest rapid testing machine…",positive,04-22
420,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
421,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
422,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
423,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
424,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
425,RT @PakPMO: 10)President Trump appreciated Prime Minister’s telephone call &amp; expression of support for the U.S. efforts to combat COVID-19.…,positive,04-22
426,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
427,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
428,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
429,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
430,"RT @PakPMO: 11) Having learned about testing of Prime Minister Imran Khan, President Trump offered to send the latest rapid testing machine…",positive,04-22
431,RT @PakPMO: 10)President Trump appreciated Prime Minister’s telephone call &amp; expression of support for the U.S. efforts to combat COVID-19.…,positive,04-22
432,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
433,"RT @PakPMO: 6) While thanking President Trump for the U.S. support in the IMF and other fora, Prime Minister Imran Khan said that it would…",negative,04-22
434,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
435,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
436,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
437,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
438,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
439,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
440,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
441,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
442,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
443,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
444,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
445,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
446,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
447,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
448,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
449,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
450,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
451,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
452,"RT @sahibdadkhan: England for the muslim doctor who died due to covid-19 while serving, 

زندہ قومیں اپنے خدمت کرنے والوں کو عزت دیتی ھیں ،…",negative,04-22
453,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
454,RT @murtazasolangi: 163 doctors and paramedics have tested positive for Covid-19 in Sindh so far. Dr. Abdul Bari in a presser in Karachi.,positive,04-22
455,"RT @marvisirmed: Once thought a relatively straightforward respiratory virus, covid-19 is proving to be much more frightening.
A mysterious…",positive,04-22
456,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
457,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
458,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
459,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
460,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
461,RT @murtazasolangi: 163 doctors and paramedics have tested positive for Covid-19 in Sindh so far. Dr. Abdul Bari in a presser in Karachi.,positive,04-22
462,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
463,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
464,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
465,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
466,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
467,"RT @PakPMO: 11) Having learned about testing of Prime Minister Imran Khan, President Trump offered to send the latest rapid testing machine…",positive,04-22
468,"RT @PakPMO: 11) Having learned about testing of Prime Minister Imran Khan, President Trump offered to send the latest rapid testing machine…",positive,04-22
469,RT @PakPMO: 10)President Trump appreciated Prime Minister’s telephone call &amp; expression of support for the U.S. efforts to combat COVID-19.…,positive,04-22
470,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
471,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
472,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
473,"RT @PakPMO: 11) Having learned about testing of Prime Minister Imran Khan, President Trump offered to send the latest rapid testing machine…",positive,04-22
474,RT @PakPMO: 10)President Trump appreciated Prime Minister’s telephone call &amp; expression of support for the U.S. efforts to combat COVID-19.…,positive,04-22
475,"RT @PakPMO: 6) While thanking President Trump for the U.S. support in the IMF and other fora, Prime Minister Imran Khan said that it would…",negative,04-22
476,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
477,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
478,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
479,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
480,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
481,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
482,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
483,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
484,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
485,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
486,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
487,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
488,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
489,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
490,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
491,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
492,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
493,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
494,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
495,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
496,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
497,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
498,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
499,"Big Breaking News for j&amp;k...
J&amp;k crossed 400 covid-19 cases.
27 new cases confirmed in Kashmir (22-04-2020). 
Jammu… https://t.co/2uuG5EkVID",positive,04-22
500,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
501,Chinese pharma offers to conduct clinical trials of Covid-19 vaccine in Pakistan. #pakistan https://t.co/R4FXFd9oZi,positive,04-22
502,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
503,RT @PakPMO: 10)President Trump appreciated Prime Minister’s telephone call &amp; expression of support for the U.S. efforts to combat COVID-19.…,positive,04-22
504,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
505,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
506,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
507,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
508,"Trump appreciates Pakistans efforts against COVID-19, assures PM Imran of economic support. #pakistan https://t.co/DARyES79q3",positive,04-22
509,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
510,RT @HammadA16402326: As we all know that due to COVID-19  many businesses stops and there are much financial crises occurs. So both student…,positive,04-22
511,"RT @HamidShalizi: #Afghan govt officials, political elites and some with close connections get #COVID-19 tests purely out of unnecessary pa…",negative,04-22
512,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
513,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
514,"RT @PakPMO: 11) Having learned about testing of Prime Minister Imran Khan, President Trump offered to send the latest rapid testing machine…",positive,04-22
515,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
516,RT @PakPMO: 10)President Trump appreciated Prime Minister’s telephone call &amp; expression of support for the U.S. efforts to combat COVID-19.…,positive,04-22
517,"RT @PakPMO: 6) While thanking President Trump for the U.S. support in the IMF and other fora, Prime Minister Imran Khan said that it would…",negative,04-22
518,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
519,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
520,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
521,"RT @PakPMO: 11) Having learned about testing of Prime Minister Imran Khan, President Trump offered to send the latest rapid testing machine…",positive,04-22
522,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
523,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
524,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
525,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
526,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
527,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
528,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
529,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
530,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
531,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
532,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
533,The first cat's owners have *not* been confirmed to have COVID-19. They may been asymptomatic and transmitted the v… https://t.co/gH35ExRteq,positive,04-22
534,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
535,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
536,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
537,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
538,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
539,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
540,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
541,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
542,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
543,"RT @PakPMO: 11) Having learned about testing of Prime Minister Imran Khan, President Trump offered to send the latest rapid testing machine…",positive,04-22
544,"While other countries are busy in taking science to next level along with fighting against Covid-19, we're busy in… https://t.co/xABvFfnnBa",positive,04-22
545,RT @PakPMO: 10)President Trump appreciated Prime Minister’s telephone call &amp; expression of support for the U.S. efforts to combat COVID-19.…,positive,04-22
546,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
547,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
548,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
549,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
550,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
551,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
552,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
553,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
554,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
555,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
556,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
557,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
558,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
559,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
560,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
561,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
562,@LadyVelvet_HFQ Covid-19 is better than indian cruelty in India for Kashmiris and for indian Muslims.,positive,04-22
563,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
564,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
565,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
566,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
567,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
568,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
569,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
570,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
571,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
572,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
573,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
574,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
575,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
576,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
577,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
578,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
579,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
580,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
581,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
582,"RT @HealthDeptGB: District wise cases of Covid-19 in Gilgit-Baltistan.

#FightCorona #CoronaFreeGB #InshaAllah https://t.co/E1L5irqlMO",positive,04-22
583,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
584,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
585,"RT @marvisirmed: Once thought a relatively straightforward respiratory virus, covid-19 is proving to be much more frightening.
A mysterious…",positive,04-22
586,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-22
587,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-22
