,text,Sentiment,created_at
661,"RT @ChinaDaily: China has supplied the US with more than 1.4 billion face masks, or about five masks for every Americans, Chinese Ambassado…",positive,04-22
662,"RT @ChinaDaily: China has supplied the US with more than 1.4 billion face masks, or about five masks for every Americans, Chinese Ambassado…",positive,04-22
663,"RT @ChinaDaily: China has supplied the US with more than 1.4 billion face masks, or about five masks for every Americans, Chinese Ambassado…",positive,04-22
664,"RT @ChinaDaily: China has supplied the US with more than 1.4 billion face masks, or about five masks for every Americans, Chinese Ambassado…",positive,04-22
665,"RT @ChinaDaily: China has supplied the US with more than 1.4 billion face masks, or about five masks for every Americans, Chinese Ambassado…",positive,04-22
666,"RT @ChinaDaily: China has supplied the US with more than 1.4 billion face masks, or about five masks for every Americans, Chinese Ambassado…",positive,04-22
667,The U.S. 2020 presidential election is right around the corner. How will COVID-19 impact it? A security analyst at… https://t.co/vXHxK22dTA,positive,04-22
668,"China has supplied the US with more than 1.4 billion face masks, or about five masks for every Americans, Chinese A… https://t.co/BFzkxoQNRi",positive,04-22
669,"RT @CGTNOfficial: The WHO has been a key organization behind the global COVID-19 fight. Now, as some discredit their response to the virus,…",negative,04-22
670,"RT @BBCLBicker: (cont.) even if you develop anitbodies for the covid-19 virus, it might not be entirely eradicated from the body.

So they'…",negative,04-22
671,RT @BBCLBicker: Health officials in South Korea say the looked at the blood of 25 confirmed coronavirus cases and found they all developed…,positive,04-22
672,"RT @CGTNOfficial: The WHO has been a key organization behind the global COVID-19 fight. Now, as some discredit their response to the virus,…",negative,04-22
673,RT @ChinaPlusNews: Legal action against China is political grandstanding by U.S. politicians. The U.S. administration is weaponizing anti-C…,positive,04-22
674,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
675,RT @KoreanDembele: @tbhfuccoff @josepintoj Comet C19 or Atlas as we know it was discovered in November just few days before the first Covid…,positive,04-22
676,RT @CGTNOfficial: The U.S. is expected to block all immigration into the country. A political analyst explains the history between the Trum…,negative,04-22
677,"RT @CGTNOfficial: The WHO has been a key organization behind the global COVID-19 fight. Now, as some discredit their response to the virus,…",negative,04-22
678,"RT @CGTNOfficial: The WHO has been a key organization behind the global COVID-19 fight. Now, as some discredit their response to the virus,…",negative,04-22
679,"RT @CGTNOfficial: The WHO has been a key organization behind the global COVID-19 fight. Now, as some discredit their response to the virus,…",negative,04-22
680,"RT @IVIHeadquarters: J. Joseph Kim, President &amp; CEO @InovioPharma: “Our DNA vaccine platform was one of the first technologies to receive s…",positive,04-22
681,RT @IVIHeadquarters: We’re pleased to announce that IVI is partnering with @InovioPharma and the Korea NIH to conduct a Phase I/II clinical…,positive,04-22
682,"RT @CGTNOfficial: The WHO has been a key organization behind the global COVID-19 fight. Now, as some discredit their response to the virus,…",negative,04-22
683,"RT @CGTNOfficial: The WHO has been a key organization behind the global COVID-19 fight. Now, as some discredit their response to the virus,…",negative,04-22
684,RT @CGTNOfficial: The U.S. is expected to block all immigration into the country. A political analyst explains the history between the Trum…,negative,04-22
685,"The WHO has been a key organization behind the global COVID-19 fight. Now, as some discredit their response to the… https://t.co/MSs58lS1Xf",negative,04-22
686,RT @CGTNOfficial: The U.S. is expected to block all immigration into the country. A political analyst explains the history between the Trum…,negative,04-22
687,RT @Seoul_gov: [EVENT] Seoul has launched ‘CAC (Cities Against COVID-19) Webpage’ to actively share the experiences earned while dealing wi…,negative,04-22
688,"RT @hancocktom: Lancet editorial: ""containment of COVID-19 in China is impressive and sets an encouraging example for other countries... ea…",positive,04-22
689,The U.S. is expected to block all immigration into the country. A political analyst explains the history between th… https://t.co/BZqDfNVZuz,negative,04-22
690,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-22
691,"RT @CGTNOfficial: 83 MTA employees have died amid the COVID-19 pandemic as of Wednesday morning.
A memorial will be erected for the New Yor…",positive,04-22
692,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
693,RT @CGTNOfficial: COVID-19 has led to a rise in nationalism in many parts of the world but will that help or hurt the OVID-19 fight? A jour…,positive,04-22
694,RT @CGTNOfficial: COVID-19 has led to a rise in nationalism in many parts of the world but will that help or hurt the OVID-19 fight? A jour…,positive,04-22
695,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
696,RT @CGTNOfficial: COVID-19 has led to a rise in nationalism in many parts of the world but will that help or hurt the OVID-19 fight? A jour…,positive,04-22
697,"New York'ta Covid-19 ölümleri azalmaya başladı

#koronavirüs https://t.co/fPLSlogfxQ https://t.co/kJHVNede0v",positive,04-22
698,RT @CGTNOfficial: COVID-19 has led to a rise in nationalism in many parts of the world but will that help or hurt the OVID-19 fight? A jour…,positive,04-22
699,COVID-19 has led to a rise in nationalism in many parts of the world but will that help or hurt the OVID-19 fight?… https://t.co/x0JiKXY0n4,positive,04-22
700,@JanineOFlynn @mariakatsonis @ANZSOG @CairneyPaul @allanmcconnell4 Great read!!! A very comprehensive summary of CO… https://t.co/12LZPdqZDo,positive,04-22
701,"RT @BBCLBicker: (cont.) even if you develop anitbodies for the covid-19 virus, it might not be entirely eradicated from the body.

So they'…",negative,04-22
702,RT @BBCLBicker: Health officials in South Korea say the looked at the blood of 25 confirmed coronavirus cases and found they all developed…,positive,04-22
703,"RT @LouiseMartinCBC: Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now considered recovered. #PEICOV…",positive,04-22
704,"RT @CGTNOfficial: 83 MTA employees have died amid the COVID-19 pandemic as of Wednesday morning.
A memorial will be erected for the New Yor…",positive,04-22
705,"RT @CGTNOfficial: Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pandemic.…",positive,04-22
706,"RT @CGTNOfficial: 83 MTA employees have died amid the COVID-19 pandemic as of Wednesday morning.
A memorial will be erected for the New Yor…",positive,04-22
707,"RT @CGTNOfficial: 83 MTA employees have died amid the COVID-19 pandemic as of Wednesday morning.
A memorial will be erected for the New Yor…",positive,04-22
708,RT @CGTNOfficial: Pakistani Prime Minister Imran Khan has undergone a test for the novel #coronavirus after coming in direct contact with s…,positive,04-22
709,"RT @CGTNOfficial: 83 MTA employees have died amid the COVID-19 pandemic as of Wednesday morning.
A memorial will be erected for the New Yor…",positive,04-22
710,"RT @CGTNOfficial: 83 MTA employees have died amid the COVID-19 pandemic as of Wednesday morning.
A memorial will be erected for the New Yor…",positive,04-22
711,"RT @CGTNOfficial: 83 MTA employees have died amid the COVID-19 pandemic as of Wednesday morning.
A memorial will be erected for the New Yor…",positive,04-22
712,"RT @CGTNOfficial: 83 MTA employees have died amid the COVID-19 pandemic as of Wednesday morning.
A memorial will be erected for the New Yor…",positive,04-22
713,"RT @CGTNOfficial: 83 MTA employees have died amid the COVID-19 pandemic as of Wednesday morning.
A memorial will be erected for the New Yor…",positive,04-22
714,"RT @CGTNOfficial: 83 MTA employees have died amid the COVID-19 pandemic as of Wednesday morning.
A memorial will be erected for the New Yor…",positive,04-22
715,"RT @ChinaDaily: Chinese Ambassador to the US Cui Tiankai called for ""a serious rethinking of the very foundations"" of the China-US bilatera…",negative,04-22
716,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
717,"RT @ChinaDaily: Is China transparent on #COVID_19 information? 

The State Council held its first press conference on COVID-19 on Jan 26 an…",positive,04-22
718,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
719,"RT @LouiseMartinCBC: Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now considered recovered. #PEICOV…",positive,04-22
720,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
721,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
722,"RT @ChinaDaily: Chinese Ambassador to the US Cui Tiankai called for ""a serious rethinking of the very foundations"" of the China-US bilatera…",negative,04-22
723,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
724,"RT @ChinaDaily: Chinese Ambassador to the US Cui Tiankai called for ""a serious rethinking of the very foundations"" of the China-US bilatera…",negative,04-22
725,RT @BBCLBicker: Health officials in South Korea say the looked at the blood of 25 confirmed coronavirus cases and found they all developed…,positive,04-22
726,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
727,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
728,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
729,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
730,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
731,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
732,"RT @CGTNOfficial: Germany has approved the first clinical trial of a COVID-19 vaccine, the Paul-Ehrlich-Institut (PEI) announced on Wednesd…",positive,04-22
733,"RT @BBCLBicker: (cont.) even if you develop anitbodies for the covid-19 virus, it might not be entirely eradicated from the body.

So they'…",negative,04-22
734,RT @BBCLBicker: Health officials in South Korea say the looked at the blood of 25 confirmed coronavirus cases and found they all developed…,positive,04-22
735,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
736,"RT @ChinaDaily: Chinese Ambassador to the US Cui Tiankai called for ""a serious rethinking of the very foundations"" of the China-US bilatera…",negative,04-22
737,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
738,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
739,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
740,RT @BBCLBicker: Health officials in South Korea say the looked at the blood of 25 confirmed coronavirus cases and found they all developed…,positive,04-22
741,RT @BBCLBicker: Health officials in South Korea say the looked at the blood of 25 confirmed coronavirus cases and found they all developed…,positive,04-22
742,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
743,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
744,"RT @ChinaDaily: Teddy bears are ""practicing"" social distancing in Paris, as France enters its 6th week of lockdown. #France #COVID_19 #Tedd…",positive,04-22
745,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
746,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
747,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-22
748,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-22
749,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
750,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
751,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
752,RT @the_paper_link: Trend new: *Tu H* et al (J Infect) __The epidemiological and clinical features of COVID-19 and lessons from this global…,positive,04-22
753,RT @the_paper_link: Trend new: *Wagner KD* (J Clin Psychiatry) __Addressing the Experience of Children and Adolescents During the COVID-19…,positive,04-22
754,"RT @the_paper_link: Trend new: *Odor PM* et al (Br J Anaesth) __Anaesthesia and COVID-19: infection control__
https://t.co/anEVpzgflP",positive,04-22
755,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
756,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
757,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
758,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
759,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
760,"RT @CGTNOfficial: Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation. 

http…",negative,04-22
761,"RT @CGTNOfficial: Germany has approved the first clinical trial of a COVID-19 vaccine, the Paul-Ehrlich-Institut (PEI) announced on Wednesd…",positive,04-22
762,Some are blaming China for COVID-19 and want them to pay for it. A foreign affairs analyst explains the situation.… https://t.co/iyexX9tPlq,negative,04-22
763,"RT @ChinaDaily: Chinese Ambassador to the US Cui Tiankai called for ""a serious rethinking of the very foundations"" of the China-US bilatera…",negative,04-22
764,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
765,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
766,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
767,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
768,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
769,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
770,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
771,RT @CGTNOfficial: Pakistani Prime Minister Imran Khan has undergone a test for the novel #coronavirus after coming in direct contact with s…,positive,04-22
772,"RT @CGTNOfficial: Germany has approved the first clinical trial of a COVID-19 vaccine, the Paul-Ehrlich-Institut (PEI) announced on Wednesd…",positive,04-22
773,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
774,"RT @ChinaDaily: Chinese Ambassador to the US Cui Tiankai called for ""a serious rethinking of the very foundations"" of the China-US bilatera…",negative,04-22
775,"RT @ChinaDaily: Chinese Ambassador to the US Cui Tiankai called for ""a serious rethinking of the very foundations"" of the China-US bilatera…",negative,04-22
776,"RT @JackMa: A second handbook, which focuses on hospital response strategy and frontline treatment experience, is now available. We hope it…",positive,04-22
777,"RT @ChinaDaily: Chinese Ambassador to the US Cui Tiankai called for ""a serious rethinking of the very foundations"" of the China-US bilatera…",negative,04-22
778,"RT @ChinaDaily: Chinese Ambassador to the US Cui Tiankai called for ""a serious rethinking of the very foundations"" of the China-US bilatera…",negative,04-22
779,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
780,RT @ChinaDaily: #Wuhan extends its most sincere gratitude to all of the other provinces in China with a gorgeous light show on the Second Y…,positive,04-22
781,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
782,"RT @ChinaDaily: Chinese Ambassador to the US Cui Tiankai called for ""a serious rethinking of the very foundations"" of the China-US bilatera…",negative,04-22
783,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
784,"RT @hmryder: What does ""lockdown"" in a context of high informality (as is found in many #African countries) look like? Missed sharing this…",positive,04-22
785,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
786,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-22
787,"RT @KhanShabirr: Social distance measures prepared in mosques due to COVID-19. 
#COVID19 
#StayAtHomeSaveLives 
#coronavirus https://t.co/n…",negative,04-22
788,"RT @ChinaDaily: Chinese Ambassador to the US Cui Tiankai called for ""a serious rethinking of the very foundations"" of the China-US bilatera…",negative,04-22
789,"RT @KhanShabirr: Social distance measures prepared in mosques due to COVID-19. 
#COVID19 
#StayAtHomeSaveLives 
#coronavirus https://t.co/n…",negative,04-22
790,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
791,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
792,"RT @ChinaDaily: Teddy bears are ""practicing"" social distancing in Paris, as France enters its 6th week of lockdown. #France #COVID_19 #Tedd…",positive,04-22
793,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
794,"RT @ChinaDaily: As #Covid_19 wreaks unprecedented havoc on the global economy and leaves people terrified in their homes, opposition legisl…",positive,04-22
795,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
796,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
797,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
798,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
799,"RT @KhanShabirr: Social distance measures prepared in mosques due to COVID-19. 
#COVID19 
#StayAtHomeSaveLives 
#coronavirus https://t.co/n…",negative,04-22
800,RT @BBCLBicker: Health officials in South Korea say the looked at the blood of 25 confirmed coronavirus cases and found they all developed…,positive,04-22
801,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
802,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
803,"RT @KhanShabirr: Social distance measures prepared in mosques due to COVID-19. 
#COVID19 
#StayAtHomeSaveLives 
#coronavirus https://t.co/n…",negative,04-22
804,"RT @ChinaDaily: Chinese Ambassador to the US Cui Tiankai called for ""a serious rethinking of the very foundations"" of the China-US bilatera…",negative,04-22
805,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
806,"RT @ChinaDaily: Chinese Ambassador to the US Cui Tiankai called for ""a serious rethinking of the very foundations"" of the China-US bilatera…",negative,04-22
807,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
808,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
809,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
810,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
811,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
812,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
813,"Chinese Ambassador to the US Cui Tiankai called for ""a serious rethinking of the very foundations"" of the China-US… https://t.co/McRKJumXmI",negative,04-22
814,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
815,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
816,"RT @CGTNOfficial: WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cases out…",positive,04-22
817,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-22
818,"WHO declared COVID-19 a global emergency, the highest level of alert, at the right time when there were only 82 cas… https://t.co/EUaBvYGw0I",positive,04-22
819,"RT @ChinaDaily: Is China transparent on #COVID_19 information? 

The State Council held its first press conference on COVID-19 on Jan 26 an…",positive,04-22
820,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
821,First Covid-19 deaths in US occurred WEEKS EARLIER than previously thought https://t.co/DdX2D6x3z8,positive,04-22
822,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
823,Smart Cars get 90mpg. They going to be chasing that mf until COVID-19 over https://t.co/tWDXhWe00M,positive,04-22
824,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
825,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-22
826,"RT @LouiseMartinCBC: Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now considered recovered. #PEICOV…",positive,04-22
827,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
828,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
829,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
830,"RT @CGTNOfficial: Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his Speci…",negative,04-22
831,"Pakistan's Prime Minister Imran Khan was tested today for COVID-19 and got the result as negative, according to his… https://t.co/hkW8O6rv97",negative,04-22
832,"Due the recent events of COVID-19 RoseanneTeam is informing we will be working on projects just as normal .
you can… https://t.co/jVTKmtKyfl",positive,04-22
833,"RT @BBCLBicker: (cont.) even if you develop anitbodies for the covid-19 virus, it might not be entirely eradicated from the body.

So they'…",negative,04-22
834,RT @BBCLBicker: Health officials in South Korea say the looked at the blood of 25 confirmed coronavirus cases and found they all developed…,positive,04-22
835,"RT @LouiseMartinCBC: CORRECTION: (NS number)
Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now consi…",negative,04-22
836,"RT @LouiseMartinCBC: Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now considered recovered. #PEICOV…",positive,04-22
837,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-22
838,"RT @KhanShabirr: Social distance measures prepared in mosques due to COVID-19. 
#COVID19 
#StayAtHomeSaveLives 
#coronavirus https://t.co/n…",negative,04-22
839,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-22
840,"RT @KhanShabirr: Social distance measures prepared in mosques due to COVID-19. 
#COVID19 
#StayAtHomeSaveLives 
#coronavirus https://t.co/n…",negative,04-22
841,"RT @CGTNOfficial: Germany has approved the first clinical trial of a COVID-19 vaccine, the Paul-Ehrlich-Institut (PEI) announced on Wednesd…",positive,04-22
842,"RT @BBCLBicker: (cont.) even if you develop anitbodies for the covid-19 virus, it might not be entirely eradicated from the body.

So they'…",negative,04-22
843,"RT @caixin: “This could have a major impact on the structure of society and people’s formulation of ideas,” says Tsinghua’s Jiang Xiaojuan.…",positive,04-22
844,"Social distance measures prepared in mosques due to COVID-19. 
#COVID19 
#StayAtHomeSaveLives 
#coronavirus https://t.co/njFcVIHobt",negative,04-22
845,"RT @ChinaDaily: Major international events in recent years, such as the trade war and Brexit, heralded the return of isolationism and prote…",positive,04-22
846,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-22
847,"RT @LouiseMartinCBC: Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now considered recovered. #PEICOV…",positive,04-22
848,"RT @LouiseMartinCBC: CORRECTION: (NS number)
Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now consi…",negative,04-22
849,"CORRECTION: (NS number)
Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now co… https://t.co/Jq5OIb3za6",negative,04-22
850,"RT @caixin: China Business Digest: Dozens on a flight to China from Russia tested positive for Covid-19, while Singapore said its anti-coro…",positive,04-22
851,"RT @ChinaDaily: Did China ignore outside help early on?

25 experts from 8 countries and the World Health Organization started a nine-day m…",positive,04-22
852,RT @zlj517: 1. Chinese spox: We hope certain US officials could focus on domestic response &amp; international cooperation instead of trying to…,positive,04-22
853,RT @koryodynasty: S. Korea has identified 38 coronavirus-neutralising antibodies which possess properties that can effectively make the COV…,positive,04-22
854,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-22
855,"RT @LouiseMartinCBC: Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now considered recovered. #PEICOV…",positive,04-22
856,"RT @LouiseMartinCBC: Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now considered recovered. #PEICOV…",positive,04-22
857,"RT @caixin: China Business Digest: Dozens on a flight to China from Russia tested positive for Covid-19, while Singapore said its anti-coro…",positive,04-22
858,"RT @LouiseMartinCBC: Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now considered recovered. #PEICOV…",positive,04-22
859,"RT @LouiseMartinCBC: Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now considered recovered. #PEICOV…",positive,04-22
860,"RT @LouiseMartinCBC: Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now considered recovered. #PEICOV…",positive,04-22
861,"RT @LouiseMartinCBC: Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now considered recovered. #PEICOV…",positive,04-22
862,"Dr. Morrison: No additional positive cases of COVID-19 on PEI
24 of the 26 total are now considered recovered.… https://t.co/ubUWMGwFHf",positive,04-22
863,Trend new: *Tu H* et al (J Infect) __The epidemiological and clinical features of COVID-19 and lessons from this gl… https://t.co/3oIR335krx,positive,04-22
864,Trend new: *Wagner KD* (J Clin Psychiatry) __Addressing the Experience of Children and Adolescents During the COVID… https://t.co/ukxXmeY6db,positive,04-22
865,"Trend new: *Odor PM* et al (Br J Anaesth) __Anaesthesia and COVID-19: infection control__
https://t.co/anEVpzgflP",positive,04-22
866,"RT @CGTNOfficial: Germany has approved the first clinical trial of a COVID-19 vaccine, the Paul-Ehrlich-Institut (PEI) announced on Wednesd…",positive,04-22
867,"China Business Digest: Dozens on a flight to China from Russia tested positive for Covid-19, while Singapore said i… https://t.co/XlVj1qFNhd",positive,04-22
